
1.2.5 PRODUCCION BRUTA Y DISPONIBLE POR PROVINCIAS. DATOS MENSUALES                                JUNIO      2006
       CENTRALES DE 1.000 kW O MAS


                 PRODUCCION BRUTA EXPRESADA EN MWh                       PRODUCCION DISPONIBLE EXPRESADA EN MWh
                 ---------------------------------------                 --------------------------------------
PROVINCIA        HIDROELECT.  TERMOELECT.    TOTAL          BOMBEO       HIDROELECT.  TERMOELECT.    TOTAL          PROVINCIA
---------------- -----------  -------------  -------------  -----------  -----------  -------------  -------------  ----------------
ALAVA                 18.221         29.672         47.893            0       18.160         28.469         46.629  ALAVA
ALBACETE             159.260          7.893        167.153            0      159.118          7.503        166.621  ALBACETE
ALICANTE                   0          5.482          5.482            0            0          5.422          5.422  ALICANTE
ALMERIA                    0        569.644        569.644            0            0        548.853        548.853  ALMERIA
AVILA                 22.939              0         22.939            0       22.838              0         22.838  AVILA
BADAJOZ               20.332          3.511         23.843            0       19.905          3.393         23.298  BADAJOZ
BALEARES                   0        555.250        555.250            0            0        521.552        521.552  BALEARES
BARCELONA             16.353        847.150        863.503            0       16.245        811.526        827.771  BARCELONA
BURGOS                48.360        426.632        474.992            0       47.951        408.901        456.852  BURGOS
CACERES               79.701      1.304.527      1.384.228            2       78.690      1.256.238      1.334.928  CACERES
CADIZ                 25.031      1.660.327      1.685.358            0       24.230      1.617.511      1.641.741  CADIZ
CASTELLON              8.395        526.986        535.381            0        8.331        513.802        522.133  CASTELLON
CIUDAD REAL                0        287.046        287.046            0            0        256.229        256.229  CIUDAD REAL
CORDOBA               14.828        149.323        164.151            0       14.658        134.403        149.061  CORDOBA
LA CORUÑA            102.331      1.389.775      1.492.106            0      100.854      1.317.064      1.417.918  LA CORUÑA
CUENCA                68.119         14.568         82.687            0       68.056         13.749         81.805  CUENCA
GIRONA                21.894         40.228         62.122            0       21.586         38.701         60.287  GIRONA
GRANADA                6.136         37.234         43.370            0        6.022         35.726         41.748  GRANADA
GUADALAJARA           40.861        507.176        548.037            0       40.650        468.220        508.870  GUADALAJARA
GUIPUZCOA                499        160.382        160.881            0          483        152.160        152.643  GUIPUZCOA
HUELVA                     0        739.108        739.108            0            0        716.430        716.430  HUELVA
HUESCA               252.169         22.284        274.453       22.324      224.769         21.291        246.060  HUESCA
JAEN                  19.268         35.088         54.356            0       18.973         33.477         52.450  JAEN
LEON                  55.674      1.252.965      1.308.639            0       54.155      1.164.541      1.218.696  LEON
LLEIDA               196.517         38.247        234.764       52.112      139.954         36.570        176.524  LLEIDA
LA RIOJA              35.349        458.843        494.192            0       35.331        449.037        484.368  LA RIOJA
LUGO                 128.230          4.344        132.574            0      126.180          4.275        130.455  LUGO
MADRID                 6.478        101.544        108.022            0        6.387         92.114         98.501  MADRID
MALAGA                51.645         18.341         69.986       43.080        7.870         17.548         25.418  MALAGA
MURCIA                 7.694        905.550        913.244            0        7.659        886.964        894.623  MURCIA
NAVARRA              141.571        318.538        460.109            0      139.841        311.480        451.321  NAVARRA
ORENSE               181.558         17.274        198.832       15.311      163.756         16.485        180.241  ORENSE
ASTURIAS              75.661      1.275.609      1.351.270            0       74.201      1.193.623      1.267.824  ASTURIAS
PALENCIA              40.669        270.663        311.332            0       40.539        253.828        294.367  PALENCIA
LAS PALMAS            21.113        407.734        428.847            0       21.113        386.468        407.581  LAS PALMAS
PONTEVEDRA             7.400         23.957         31.357            0        7.385         23.044         30.429  PONTEVEDRA
SALAMANCA            215.785            500        216.285       47.461      166.097            480        166.577  SALAMANCA
S.C.TENERIFE           5.312        324.947        330.259            0        5.294        307.808        313.102  S.C.TENERIFE
CANTABRIA             62.687         87.956        150.643       65.199       -3.548         82.316         78.768  CANTABRIA
SEGOVIA                2.491          1.664          4.155            0        2.478          1.584          4.062  SEGOVIA
SEVILLA               21.048         44.124         65.172       18.903        1.650         42.078         43.728  SEVILLA
SORIA                 28.029         24.594         52.623            0       27.922         23.167         51.089  SORIA
TARRAGONA             38.855      2.621.687      2.660.542            0       38.507      2.504.131      2.542.638  TARRAGONA
TERUEL                 2.663        636.133        638.796            0        2.643        590.517        593.160  TERUEL
TOLEDO                 4.169        307.356        311.525            0        4.012        295.063        299.075  TOLEDO
VALENCIA              77.516        834.664        912.180       67.614        8.705        803.396        812.101  VALENCIA
VALLADOLID             3.046         34.469         37.515            0        3.023         33.764         36.787  VALLADOLID
VIZCAYA                7.827        773.673        781.500            0        7.767        750.208        757.975  VIZCAYA
ZAMORA                95.403              0         95.403            0       94.521              0         94.521  ZAMORA
ZARAGOZA              66.434        173.932        240.366            0       65.870        170.020        235.890  ZARAGOZA
CEUTA                      0         16.644         16.644            0            0         15.720         15.720  CEUTA
MELILLA                    0         14.545         14.545            0            0         13.808         13.808  MELILLA
                 -----------  -------------  -------------  -----------  -----------  -------------  -------------
T  O T A L         2.505.521     20.309.783     22.815.304      332.006    2.140.831     19.380.657     21.521.488  T O T A L
