
1.2.6 PRODUCCION BRUTA Y DISPONIBLE POR PROVINCIAS. DATOS ACUMULADOS                               SEPTIEMBRE 2006
       CENTRALES DE 1.000 kW O MAS


                 PRODUCCION BRUTA EXPRESADA EN MWh                       PRODUCCION DISPONIBLE EXPRESADA EN MWh
                 ---------------------------------------                 --------------------------------------
PROVINCIA        HIDROELECT.  TERMOELECT.    TOTAL          BOMBEO       HIDROELECT.  TERMOELECT.    TOTAL          PROVINCIA
---------------- -----------  -------------  -------------  -----------  -----------  -------------  -------------  ----------------
ALAVA                180.265        243.335        423.600            0      179.663        235.021        414.684  ALAVA
ALBACETE           1.516.207         70.408      1.586.615            0    1.515.027         67.408      1.582.435  ALBACETE
ALICANTE                   0         65.701         65.701            0            0         64.835         64.835  ALICANTE
ALMERIA                    0      5.573.209      5.573.209            0            0      5.388.669      5.388.669  ALMERIA
AVILA                191.781              0        191.781            0      190.823              0        190.823  AVILA
BADAJOZ              100.205         34.437        134.642            0       97.752         32.455        130.207  BADAJOZ
BALEARES                   0      4.855.098      4.855.098            0            0      4.561.782      4.561.782  BALEARES
BARCELONA            163.919      7.307.428      7.471.347            0      162.752      7.013.778      7.176.530  BARCELONA
BURGOS               521.157      3.770.692      4.291.849            0      515.137      3.611.949      4.127.086  BURGOS
CACERES              841.540     11.484.193     12.325.733       35.419      794.275     11.066.940     11.861.215  CACERES
CADIZ                158.049     14.435.801     14.593.850            0      153.578     14.047.263     14.200.841  CADIZ
CASTELLON             79.221      4.756.311      4.835.532            0       78.615      4.634.525      4.713.140  CASTELLON
CIUDAD REAL                0      2.499.323      2.499.323            0            0      2.238.821      2.238.821  CIUDAD REAL
CORDOBA               69.902      1.231.941      1.301.843            0       68.618      1.113.953      1.182.571  CORDOBA
LA CORUÑA          1.664.431     11.787.396     13.451.827            0    1.629.886     11.170.417     12.800.303  LA CORUÑA
CUENCA               657.766        193.252        851.018            0      656.552        182.065        838.617  CUENCA
GIRONA               173.378        336.025        509.403            0      169.820        322.833        492.653  GIRONA
GRANADA               40.184        351.494        391.678            0       39.301        337.876        377.177  GRANADA
GUADALAJARA          407.714      6.323.739      6.731.453      249.475      155.540      5.902.967      6.058.507  GUADALAJARA
GUIPUZCOA             18.475      1.430.443      1.448.918            0       18.201      1.358.049      1.376.250  GUIPUZCOA
HUELVA                     0      6.941.905      6.941.905            0            0      6.737.793      6.737.793  HUELVA
HUESCA             1.975.333        200.828      2.176.161      370.050    1.564.842        190.461      1.755.303  HUESCA
JAEN                 105.551        287.983        393.534            0      103.559        274.688        378.247  JAEN
LEON                 550.474     10.143.324     10.693.798            0      539.392      9.442.908      9.982.300  LEON
LLEIDA             1.741.906        381.707      2.123.613      466.984    1.231.103        367.525      1.598.628  LLEIDA
LA RIOJA             408.637      3.522.458      3.931.095            0      408.466      3.442.740      3.851.206  LA RIOJA
LUGO               1.972.605         53.585      2.026.190            0    1.939.046         52.783      1.991.829  LUGO
MADRID                47.033        900.182        947.215            0       46.066        828.598        874.664  MADRID
MALAGA               441.730        166.098        607.828      431.667        1.776        160.273        162.049  MALAGA
MURCIA                70.804      7.891.054      7.961.858            0       70.501      7.719.673      7.790.174  MURCIA
NAVARRA            1.605.563      2.745.561      4.351.124            0    1.594.460      2.683.235      4.277.695  NAVARRA
ORENSE             2.595.781        348.861      2.944.642      223.539    2.333.520        342.448      2.675.968  ORENSE
ASTURIAS           1.392.308     12.431.748     13.824.056       74.385    1.292.976     11.667.278     12.960.254  ASTURIAS
PALENCIA             333.207      2.111.631      2.444.838            0      332.376      1.979.467      2.311.843  PALENCIA
LAS PALMAS           201.703      3.714.774      3.916.477            0      201.703      3.508.826      3.710.529  LAS PALMAS
PONTEVEDRA           222.121        207.404        429.525            0      220.903        199.425        420.328  PONTEVEDRA
SALAMANCA          2.053.507          4.360      2.057.867      682.479    1.350.416          4.186      1.354.602  SALAMANCA
S.C.TENERIFE          84.097      2.957.706      3.041.803            0       83.679      2.788.532      2.872.211  S.C.TENERIFE
CANTABRIA            617.189        744.211      1.361.400      519.256       86.812        698.621        785.433  CANTABRIA
SEGOVIA               25.360         14.271         39.631            0       24.893         13.570         38.463  SEGOVIA
SEVILLA              138.832        363.378        502.210      141.353       -6.181        349.302        343.121  SEVILLA
SORIA                287.027        221.255        508.282            0      285.616        208.741        494.357  SORIA
TARRAGONA            545.237     21.797.443     22.342.680            0      539.685     20.874.112     21.413.797  TARRAGONA
TERUEL                22.783      5.966.415      5.989.198            0       22.617      5.547.435      5.570.052  TERUEL
TOLEDO               129.608      3.119.377      3.248.985            0      127.717      3.009.166      3.136.883  TOLEDO
VALENCIA             680.085      7.292.916      7.973.001      594.377       74.255      7.015.798      7.090.053  VALENCIA
VALLADOLID            44.384        322.713        367.097            0       43.933        314.298        358.231  VALLADOLID
VIZCAYA              135.700      8.461.071      8.596.771            0      134.807      8.242.050      8.376.857  VIZCAYA
ZAMORA             1.259.545         18.010      1.277.555            0    1.250.232         17.676      1.267.908  ZAMORA
ZARAGOZA             977.965      1.502.613      2.480.578            0      971.363      1.468.946      2.440.309  ZARAGOZA
CEUTA                      0        155.840        155.840            0            0        147.412        147.412  CEUTA
MELILLA                    0        135.984        135.984            0            0        128.690        128.690  MELILLA
                 -----------  -------------  -------------  -----------  -----------  -------------  -------------
T  O T A L        27.450.269    181.876.892    209.327.161    3.788.984   23.296.073    173.778.262    197.074.335  T O T A L
