
1.2.6 PRODUCCION BRUTA Y DISPONIBLE POR PROVINCIAS. DATOS ACUMULADOS                               ABRIL      2007
       CENTRALES DE 1.000 kW O MAS


                 PRODUCCION BRUTA EXPRESADA EN MWh                       PRODUCCION DISPONIBLE EXPRESADA EN MWh
                 ---------------------------------------                 --------------------------------------
PROVINCIA        HIDROELECT.  TERMOELECT.    TOTAL          BOMBEO       HIDROELECT.  TERMOELECT.    TOTAL          PROVINCIA
---------------- -----------  -------------  -------------  -----------  -----------  -------------  -------------  ----------------
ALAVA                106.392        146.843        253.235            0      106.092        141.745        247.837  ALAVA
ALBACETE           1.072.113         59.964      1.132.077            0    1.070.645         57.640      1.128.285  ALBACETE
ALICANTE                   0         39.356         39.356            0            0         37.620         37.620  ALICANTE
ALMERIA                    0      2.742.986      2.742.986            0            0      2.656.086      2.656.086  ALMERIA
AVILA                100.357              0        100.357            0       99.724              0         99.724  AVILA
BADAJOZ                8.957         12.455         21.412            0        8.480         11.392         19.872  BADAJOZ
BALEARES                   0      1.916.895      1.916.895            0            0      1.795.244      1.795.244  BALEARES
BARCELONA             65.189      2.643.824      2.709.013            0       64.798      2.533.134      2.597.932  BARCELONA
BURGOS               389.716      1.147.617      1.537.333            0      384.131      1.096.239      1.480.370  BURGOS
CACERES              846.125      5.646.779      6.492.904       30.801      806.629      5.450.617      6.257.246  CACERES
CADIZ                126.606      4.214.047      4.340.653            0      124.240      4.099.085      4.223.325  CADIZ
CASTELLON             15.904      1.347.920      1.363.824            0       15.748      1.317.207      1.332.955  CASTELLON
CIUDAD REAL           20.024      1.175.505      1.195.529            0       20.024      1.057.126      1.077.150  CIUDAD REAL
CORDOBA               10.059        573.389        583.448            0        9.421        516.711        526.132  CORDOBA
LA CORUÑA          1.205.806      5.127.264      6.333.070            0    1.190.119      4.856.091      6.046.210  LA CORUÑA
CUENCA               426.530         86.340        512.870            0      425.874         81.127        507.001  CUENCA
GIRONA                42.725        173.256        215.981            0       42.029        166.510        208.539  GIRONA
GRANADA               20.998        169.116        190.114            0       20.451        162.900        183.351  GRANADA
GUADALAJARA          284.611      3.077.824      3.362.435      181.471      100.435      2.887.544      2.987.979  GUADALAJARA
GUIPUZCOA             18.570        615.672        634.242            0       18.279        584.244        602.523  GUIPUZCOA
HUELVA                 2.830      3.238.433      3.241.263            0        2.830      3.143.757      3.146.587  HUELVA
HUESCA               822.645        114.548        937.193       95.875      711.015        107.077        818.092  HUESCA
JAEN                  16.892        136.978        153.870            0       16.393        130.139        146.532  JAEN
LEON                 440.027      4.215.287      4.655.314            0      433.751      3.919.366      4.353.117  LEON
LLEIDA               679.186        197.750        876.936      171.019      492.401        190.048        682.449  LLEIDA
LA RIOJA             188.866      1.427.378      1.616.244            0      188.789      1.395.783      1.584.572  LA RIOJA
LUGO               1.752.819         26.282      1.779.101            0    1.731.156         25.880      1.757.036  LUGO
MADRID                36.315        426.099        462.414            0       35.811        393.567        429.378  MADRID
MALAGA               123.831         59.496        183.327      116.434        4.997         57.611         62.608  MALAGA
MURCIA                41.134      2.616.138      2.657.272            0       40.988      2.552.047      2.593.035  MURCIA
NAVARRA              730.502        821.473      1.551.975            0      724.535        803.250      1.527.785  NAVARRA
ORENSE             2.420.345         64.897      2.485.242       63.004    2.315.757         62.082      2.377.839  ORENSE
ASTURIAS           1.020.102      6.039.673      7.059.775       46.012      959.356      5.673.160      6.632.516  ASTURIAS
PALENCIA             172.005        683.649        855.654            0      171.529        637.661        809.190  PALENCIA
LAS PALMAS            88.093      1.666.325      1.754.418            0       87.133      1.574.239      1.661.372  LAS PALMAS
PONTEVEDRA           167.653         53.045        220.698            0      166.536         51.240        217.776  PONTEVEDRA
SALAMANCA          2.001.687          2.315      2.004.002      257.029    1.729.711          2.225      1.731.936  SALAMANCA
S.C.TENERIFE          35.904      1.311.976      1.347.880            0       35.500      1.235.744      1.271.244  S.C.TENERIFE
CANTABRIA            341.849        329.384        671.233      265.154       67.533        308.380        375.913  CANTABRIA
SEGOVIA               28.701         47.962         76.663            0       28.536         43.933         72.469  SEGOVIA
SEVILLA               11.781        149.042        160.823        1.526        9.939        143.936        153.875  SEVILLA
SORIA                197.351        108.548        305.899            0      196.080        102.907        298.987  SORIA
TARRAGONA            431.396      9.795.846     10.227.242            0      425.752      9.416.367      9.842.119  TARRAGONA
TERUEL                 9.218      2.482.771      2.491.989            0        9.143      2.323.744      2.332.887  TERUEL
TOLEDO               119.359      1.525.948      1.645.307            0      117.983      1.486.605      1.604.588  TOLEDO
VALENCIA             251.904      3.112.752      3.364.656      251.244       -4.341      2.988.360      2.984.019  VALENCIA
VALLADOLID            28.679        160.245        188.924            0       28.587        153.357        181.944  VALLADOLID
VIZCAYA               59.715      2.489.626      2.549.341            0       59.384      2.424.428      2.483.812  VIZCAYA
ZAMORA             1.144.870          5.902      1.150.772            0    1.138.733          5.902      1.144.635  ZAMORA
ZARAGOZA             651.267        703.488      1.354.755            0      647.114        689.617      1.336.731  ZARAGOZA
CEUTA                      0         66.852         66.852            0            0         66.417         66.417  CEUTA
MELILLA                    0         55.995         55.995            0            0         53.862         53.862  MELILLA
                 -----------  -------------  -------------  -----------  -----------  -------------  -------------
T  O T A L        18.777.608     75.053.155     93.830.763    1.479.569   17.079.750     71.670.953     88.750.703  T O T A L
