
1.2.6 PRODUCCION BRUTA Y DISPONIBLE POR PROVINCIAS. DATOS ACUMULADOS                               AGOSTO     2007
       CENTRALES DE 1.000 kW O MAS


                 PRODUCCION BRUTA EXPRESADA EN MWh                       PRODUCCION DISPONIBLE EXPRESADA EN MWh
                 ---------------------------------------                 --------------------------------------
PROVINCIA        HIDROELECT.  TERMOELECT.    TOTAL          BOMBEO       HIDROELECT.  TERMOELECT.    TOTAL          PROVINCIA
---------------- -----------  -------------  -------------  -----------  -----------  -------------  -------------  ----------------
ALAVA                181.315        283.559        464.874            0      180.746        272.513        453.259  ALAVA
ALBACETE           1.906.105        140.069      2.046.174            0    1.903.595        134.223      2.037.818  ALBACETE
ALICANTE                   0         64.537         64.537            0            0         61.900         61.900  ALICANTE
ALMERIA                    0      5.723.412      5.723.412            0            0      5.540.117      5.540.117  ALMERIA
AVILA                207.345              0        207.345            0      206.160              0        206.160  AVILA
BADAJOZ               71.778         27.333         99.111            0       70.064         25.125         95.189  BADAJOZ
BALEARES                   0      4.290.847      4.290.847            0            0      4.031.949      4.031.949  BALEARES
BARCELONA            124.998      5.461.148      5.586.146            0      124.220      5.221.486      5.345.706  BARCELONA
BURGOS               752.576      2.841.723      3.594.299            0      741.146      2.718.455      3.459.601  BURGOS
CACERES            1.644.970     11.346.312     12.991.282       41.482    1.587.260     10.944.517     12.531.777  CACERES
CADIZ                288.821      9.829.770     10.118.591            0      284.211      9.567.448      9.851.659  CADIZ
CASTELLON             57.239      2.644.207      2.701.446            0       56.797      2.579.328      2.636.125  CASTELLON
CIUDAD REAL           50.395      2.340.404      2.390.799            0       50.395      2.113.542      2.163.937  CIUDAD REAL
CORDOBA               59.210      1.408.811      1.468.021            0       57.778      1.275.809      1.333.587  CORDOBA
LA CORUÑA          1.907.470     10.445.439     12.352.909            0    1.881.775      9.898.751     11.780.526  LA CORUÑA
CUENCA               771.942        187.986        959.928            0      770.677        177.958        948.635  CUENCA
GIRONA               116.498        306.336        422.834            0      114.835        292.869        407.704  GIRONA
GRANADA               60.190        378.529        438.719            0       58.947        363.544        422.491  GRANADA
GUADALAJARA          564.074      5.425.625      5.989.699      372.203      187.042      5.068.071      5.255.113  GUADALAJARA
GUIPUZCOA             26.158      1.275.457      1.301.615            0       25.768      1.210.913      1.236.681  GUIPUZCOA
HUELVA                10.037      7.025.174      7.035.211            0       10.037      6.829.290      6.839.327  HUELVA
HUESCA             2.040.349        290.937      2.331.286      164.840    1.838.571        270.615      2.109.186  HUESCA
JAEN                  78.108        264.901        343.009            0       75.437        251.530        326.967  JAEN
LEON                 775.349      8.636.501      9.411.850            0      764.189      8.008.599      8.772.788  LEON
LLEIDA             1.808.319        391.796      2.200.115      332.593    1.439.557        375.947      1.815.504  LLEIDA
LA RIOJA             376.259      2.810.529      3.186.788            0      376.079      2.748.258      3.124.337  LA RIOJA
LUGO               2.729.694         45.930      2.775.624            0    2.695.232         45.248      2.740.480  LUGO
MADRID                99.047        811.596        910.643            0       96.810        747.446        844.256  MADRID
MALAGA               257.800        146.453        404.253      188.453       63.984        141.956        205.940  MALAGA
MURCIA                77.171      5.550.946      5.628.117            0       76.917      5.398.810      5.475.727  MURCIA
NAVARRA            1.519.859      2.106.942      3.626.801            0    1.506.712      2.060.329      3.567.041  NAVARRA
ORENSE             3.603.385        139.490      3.742.875      130.071    3.416.478        133.249      3.549.727  ORENSE
ASTURIAS           1.502.947     12.428.124     13.931.071       71.756    1.407.075     11.658.407     13.065.482  ASTURIAS
PALENCIA             348.944      1.760.082      2.109.026            0      347.936      1.641.653      1.989.589  PALENCIA
LAS PALMAS           159.384      3.360.347      3.519.731            0      158.424      3.173.946      3.332.370  LAS PALMAS
PONTEVEDRA           265.322        129.956        395.278            0      263.675        125.451        389.126  PONTEVEDRA
SALAMANCA          3.696.322         58.646      3.754.968      507.304    3.160.452         58.262      3.218.714  SALAMANCA
S.C.TENERIFE         106.866      2.680.760      2.787.626            0      106.387      2.530.130      2.636.517  S.C.TENERIFE
CANTABRIA            634.722        668.394      1.303.116      543.533       74.373        626.156        700.529  CANTABRIA
SEGOVIA               60.823         94.715        155.538            0       60.462         86.516        146.978  SEGOVIA
SEVILLA               70.844        315.252        386.096       19.690       48.464        300.117        348.581  SEVILLA
SORIA                382.976        198.230        581.206            0      380.460        187.299        567.759  SORIA
TARRAGONA            726.766     18.390.186     19.116.952            0      715.995     17.661.565     18.377.560  TARRAGONA
TERUEL                22.326      5.528.197      5.550.523            0       22.138      5.206.035      5.228.173  TERUEL
TOLEDO               201.104      3.105.737      3.306.841            0      198.971      3.020.047      3.219.018  TOLEDO
VALENCIA             584.521      4.110.837      4.695.358      512.169       61.844      3.925.947      3.987.791  VALENCIA
VALLADOLID            49.694        334.162        383.856            0       49.430        319.368        368.798  VALLADOLID
VIZCAYA               90.432      5.921.430      6.011.862            0       89.912      5.765.688      5.855.600  VIZCAYA
ZAMORA             2.025.296          5.902      2.031.198            0    2.014.471          5.902      2.020.373  ZAMORA
ZARAGOZA           1.123.397      1.423.751      2.547.148            0    1.116.552      1.396.477      2.513.029  ZARAGOZA
CEUTA                      0        136.518        136.518            0            0        133.817        133.817  CEUTA
MELILLA                    0        123.606        123.606            0            0        118.186        118.186  MELILLA
                 -----------  -------------  -------------  -----------  -----------  -------------  -------------
T  O T A L        34.219.147    153.417.531    187.636.678    2.884.094   30.938.440    146.450.764    177.389.204  T O T A L
