
1.2.5 PRODUCCION BRUTA Y DISPONIBLE POR PROVINCIAS. DATOS MENSUALES                                MARZO      2007
       CENTRALES DE 1.000 kW O MAS


                 PRODUCCION BRUTA EXPRESADA EN MWh                       PRODUCCION DISPONIBLE EXPRESADA EN MWh
                 ---------------------------------------                 --------------------------------------
PROVINCIA        HIDROELECT.  TERMOELECT.    TOTAL          BOMBEO       HIDROELECT.  TERMOELECT.    TOTAL          PROVINCIA
---------------- -----------  -------------  -------------  -----------  -----------  -------------  -------------  ----------------
ALAVA                 31.911         32.207         64.118            0       31.830         30.864         62.694  ALAVA
ALBACETE             329.069         16.248        345.317            0      328.631         15.634        344.265  ALBACETE
ALICANTE                   0         10.557         10.557            0            0         10.061         10.061  ALICANTE
ALMERIA                    0        715.366        715.366            0            0        693.378        693.378  ALMERIA
AVILA                 25.405              0         25.405            0       25.297              0         25.297  AVILA
BADAJOZ                  891          3.871          4.762            0          852          3.513          4.365  BADAJOZ
BALEARES                   0        492.793        492.793            0            0        463.200        463.200  BALEARES
BARCELONA             16.716        657.154        673.870            0       16.667        633.461        650.128  BARCELONA
BURGOS               131.047        181.940        312.987            0      128.892        174.958        303.850  BURGOS
CACERES              298.306      1.455.158      1.753.464       10.337      285.265      1.404.368      1.689.633  CACERES
CADIZ                 38.830        922.022        960.852            0       38.049        892.356        930.405  CADIZ
CASTELLON              1.278        301.064        302.342            0        1.256        293.674        294.930  CASTELLON
CIUDAD REAL           20.024        335.451        355.475            0       20.024        297.957        317.981  CIUDAD REAL
CORDOBA                1.829         52.055         53.884            0        1.632         46.550         48.182  CORDOBA
LA CORUÑA            377.774      1.234.980      1.612.754            0      372.110      1.168.592      1.540.702  LA CORUÑA
CUENCA               136.322         26.640        162.962            0      136.139         25.050        161.189  CUENCA
GIRONA                 9.445         44.917         54.362            0        9.260         43.215         52.475  GIRONA
GRANADA               11.576         46.951         58.527            0       11.472         45.242         56.714  GRANADA
GUADALAJARA           90.730        795.896        886.626       58.521       31.359        747.096        778.455  GUADALAJARA
GUIPUZCOA              5.587        153.362        158.949            0        5.507        145.408        150.915  GUIPUZCOA
HUELVA                 2.830        616.460        619.290            0        2.830        594.979        597.809  HUELVA
HUESCA               200.465         23.985        224.450       16.408      180.602         22.362        202.964  HUESCA
JAEN                   2.733         35.452         38.185            0        2.670         33.658         36.328  JAEN
LEON                 139.306        894.093      1.033.399            0      137.592        832.311        969.903  LEON
LLEIDA               134.596         46.040        180.636       41.750       89.060         44.459        133.519  LLEIDA
LA RIOJA              64.976        394.232        459.208            0       64.955        385.785        450.740  LA RIOJA
LUGO                 496.290          6.571        502.861            0      490.514          6.463        496.977  LUGO
MADRID                 9.186        112.473        121.659            0        9.080        103.633        112.713  MADRID
MALAGA                34.048         16.019         50.067       30.361        2.950         15.587         18.537  MALAGA
MURCIA                12.934        592.596        605.530            0       12.893        578.103        590.996  MURCIA
NAVARRA              262.947        118.894        381.841            0      260.404        115.308        375.712  NAVARRA
ORENSE               797.717         16.881        814.598       11.087      778.323         16.150        794.473  ORENSE
ASTURIAS             306.216      1.448.507      1.754.723       11.037      291.105      1.361.543      1.652.648  ASTURIAS
PALENCIA              49.892         85.285        135.177            0       49.765         79.123        128.888  PALENCIA
LAS PALMAS            32.990        426.074        459.064            0       32.115        402.865        434.980  LAS PALMAS
PONTEVEDRA            60.841         20.373         81.214            0       60.384         19.668         80.052  PONTEVEDRA
SALAMANCA            791.765            557        792.322       74.918      711.230            535        711.765  SALAMANCA
S.C.TENERIFE          12.815        333.851        346.666            0       12.439        314.606        327.045  S.C.TENERIFE
CANTABRIA             93.010         85.222        178.232       82.088        8.130         79.853         87.983  CANTABRIA
SEGOVIA                8.855         12.473         21.328            0        8.827         11.401         20.228  SEGOVIA
SEVILLA                1.545         40.545         42.090            0        1.472         39.132         40.604  SEVILLA
SORIA                 69.392         28.436         97.828            0       68.991         26.942         95.933  SORIA
TARRAGONA            140.623      2.508.035      2.648.658            0      138.308      2.408.253      2.546.561  TARRAGONA
TERUEL                 1.655        505.597        507.252            0        1.637        472.481        474.118  TERUEL
TOLEDO                29.989        387.178        417.167            0       29.746        376.372        406.118  TOLEDO
VALENCIA              81.957        808.834        890.791       89.325       -8.965        776.620        767.655  VALENCIA
VALLADOLID             7.586         50.387         57.973            0        7.569         48.372         55.941  VALLADOLID
VIZCAYA               20.587        526.547        547.134            0       20.494        511.784        532.278  VIZCAYA
ZAMORA               438.236              0        438.236            0      436.167              0        436.167  ZAMORA
ZARAGOZA             230.488        180.460        410.948            0      229.189        177.121        406.310  ZARAGOZA
CEUTA                      0         16.782         16.782            0            0         16.710         16.710  CEUTA
MELILLA                    0         14.152         14.152            0            0         13.439         13.439  MELILLA
                 -----------  -------------  -------------  -----------  -----------  -------------  -------------
T  O T A L         6.063.210     17.831.623     23.894.833      425.832    5.574.718     17.020.195     22.594.913  T O T A L
